0,0 : 0.0006004167201741456,-0.0003878877936115731,8.565081233690734e-05,7.200149032351744e-05,-0.0001491130110304765,8.382494588151591e-05,-9.008453587908747e-05,6.77784710402524e-05,-2.1999310220379327e-05,3.8037534799028183e-06,6.521265493188428e-05,-2.5224014703445585e-05,-1.7948428448686484e-05,5.10730698783648e-05,-2.9298420729816708e-05
0,1 : 9.818067338004928e-05,-0.00011055262190933654,-0.0003629429672054129,-0.00036133423058486684,-4.712906802973647e-05,8.928855281923022e-05,6.649633045072933e-05,-5.761684628529347e-05,-0.00012419832131121345,3.9252694901757416e-05,1.0390036770288519e-05,1.755834665734258e-05,-1.317853085786213e-06,3.934772715560027e-07,-1.8546105845445808e-06
0,2 : 8.486781517917358e-05,-8.336473283464372e-06,-0.0005062891961793949,0.00025899835890080987,2.419295930896039e-06,0.00014935951034363143,8.325237425186551e-05,-1.3750150418479881e-05,9.357248472297812e-05,-3.235970814289453e-05,2.127362203065418e-05,1.9357146046940784e-05,-3.5590657012447814e-06,7.065204935194309e-07,-9.5430058274965e-08
0,3 : 0.0011308629026817508,0.00035963581081663277,6.439127257854525e-07,-2.7466840657730254e-05,8.742207387872482e-05,0.00010615493297396398,-4.635300105986345e-05,3.9665512042169875e-05,-9.157016953950463e-06,1.3035810600379081e-05,-0.00010125231225190613,-3.492222895693637e-05,-2.4508155310592098e-05,-1.3931435024321244e-05,-4.215203127193409e-06
0,4 : 0.000371530343303527,-0.00040149030742652614,1.0167734328787537e-05,9.590152626023593e-06,0.00023856667588676678,3.973139273808881e-05,-1.1114000183325427e-05,2.337906620673326e-05,-1.0065181276922892e-05,5.6915505925527375e-06,2.4119452120515594e-05,-4.770279380172023e-05,8.908810068959045e-05,-2.5116574067674244e-05,3.301157637560843e-05
1,0 : 0.000599931002295153,-0.00040163123515263863,8.936447222532787e-05,7.529734281133659e-05,-0.0001535134481506133,9.422744402340827e-06,-4.4882622802444757e-05,-4.850267033211587e-06,-6.301471866784729e-06,-1.0282978859814921e-05,2.6222153758511475e-06,5.308036179250344e-05,-3.9006926941442554e-05,-6.427015300991231e-05,5.938121628839037e-05
1,1 : 0.00010293740298962987,-0.00011600870284399055,-0.0003458184301771919,-0.0003844148909315479,-4.371850029767149e-05,-3.0278141726543208e-05,-6.567027648420299e-05,-4.877624499518225e-05,2.923034650196118e-05,-0.00011727719103200481,-9.916839906783862e-06,-4.0447747598961464e-05,-2.423368129854858e-06,3.8443325315551904e-06,2.8533448265015198e-06
1,2 : 9.449100076190566e-05,-8.818916760863821e-06,-0.0005446127708895983,0.00027144429202117,-7.601345232987411e-06,-5.9814364758126224e-05,-9.927764734537567e-05,-0.00010197049096269835,6.27895748062216e-06,7.678185895918276e-05,-1.6408243261743816e-06,-3.0706530808936526e-05,-2.7249680771116464e-06,1.3462656701148144e-06,9.386087551919257e-07
1,3 : 0.0011884893957175152,0.00035630901614857555,5.59061501597902e-06,-4.1617811347588484e-05,5.13603398345484e-05,-2.05424375140363e-05,-4.684402896654383e-05,-3.209717891617584e-05,4.105310102923902e-06,-1.4633371339114808e-05,1.752114024504727e-05,9.558127549208755e-05,4.87922187102748e-05,4.171685561735683e-05,7.572760393867085e-06
1,4 : 0.0003846242580577232,-0.00042799910578543703,1.1604583000062058e-05,3.980310113186858e-06,0.00022410434650601424,-2.734551900546106e-05,-8.190221407427678e-06,-2.475029590053777e-05,3.4254696170914388e-06,-1.1125135471866419e-05,-1.5821949020912507e-06,4.2050753341337214e-05,-1.9544230445089776e-05,-4.2010963287464266e-05,-7.915365467694572e-05
2,0 : 0.0009342490455026365,-0.0003483298137235509,0.00014558122090598265,8.120018258434654e-05,-0.00027435145072719796,-4.949058687098175e-05,8.911612910728585e-05,-4.1796162656861366e-05,2.0477830395182515e-05,4.952338839838168e-06,-5.807516555916774e-05,-2.2903440817924688e-05,4.45117045798684e-05,9.382136621714565e-06,-2.129635825214092e-05
2,1 : 0.00011766130203282164,-0.00012030294662991943,-0.0003411614280600073,-0.0004003229885549743,-4.683682976249893e-05,-4.6919528996704814e-05,-6.1107090757027e-07,0.00010335237610697145,9.087179950373536e-05,7.733293148299845e-05,-2.4992798295013304e-06,2.0415394197060112e-05,5.138856666950315e-06,-6.540230532745273e-06,-8.797640417856603e-07
2,2 : 8.874052392923856e-05,-5.030726154720572e-06,-0.0005452627364408053,0.00026854053634562373,-1.4291015190327814e-05,-8.847304783256223e-05,2.1384888304504865e-05,0.00011731172921246248,-8.483052266284168e-05,-4.669330005780166e-05,-2.2818002209833337e-05,1.3899019350943045e-05,8.876229812551521e-06,-3.742898663766235e-08,-1.7151349549068841e-06
2,3 : 0.0012692513764480321,0.00038766270122646897,-5.034838800952247e-06,-2.9196943666018143e-05,2.554498628542332e-05,-7.121825955863223e-05,7.235781717655781e-05,-4.0902797050040245e-07,4.399402993494328e-09,2.9552975860830743e-07,8.641791056470656e-05,-5.271542987493354e-05,-3.306067197463257e-05,-2.8000528452135908e-05,7.143340069757803e-07
2,4 : 0.00038713114749995884,-0.0004396827464909962,1.0120009794670224e-05,-2.8111970073408343e-06,0.00022525212274174643,-4.7865324942561055e-05,5.685554286201057e-05,-1.3392786170768595e-05,8.360556138296635e-06,6.332937888400112e-06,-2.624899569366829e-05,-2.2883423696268734e-06,-5.619304760402114e-05,6.840788235970872e-05,3.865832797401468e-05
